species,x,y
estast,-8.4586,38.7891
estast,-8.37527,38.7891
estast,-8.29193,38.7891
estast,-8.2086,38.7891
estast,-8.12527,38.7891
estast,-8.04193,38.7891
estast,-7.87527,38.7891
estast,-7.54193,38.7891
estast,-7.4586,38.7891
estast,-7.37527,38.7891
estast,-7.2086,38.7891
estast,-6.37527,38.7891
estast,-6.29193,38.7891
estast,-6.2086,38.7891
estast,-5.7086,38.7891
estast,-5.54193,38.7891
estast,-5.4586,38.7891
estast,-9.4586,38.7058
estast,-9.37527,38.7058
estast,-9.29193,38.7058
estast,-9.2086,38.7058
estast,-9.04193,38.7058
estast,-8.9586,38.7058
estast,-8.87527,38.7058
estast,-8.79193,38.7058
estast,-8.7086,38.7058
estast,-8.62527,38.7058
estast,-8.54193,38.7058
estast,-8.4586,38.7058
estast,-8.37527,38.7058
estast,-8.29193,38.7058
estast,-8.04193,38.7058
estast,-7.9586,38.7058
estast,-7.62527,38.7058
estast,-7.29193,38.7058
estast,-7.2086,38.7058
estast,-7.12527,38.7058
estast,-7.04193,38.7058
estast,-9.2086,38.6225
estast,-9.12527,38.6225
estast,-9.04193,38.6225
estast,-8.9586,38.6225
estast,-8.87527,38.6225
estast,-8.79193,38.6225
estast,-8.7086,38.6225
estast,-8.62527,38.6225
estast,-8.54193,38.6225
estast,-8.2086,38.6225
estast,-8.12527,38.6225
estast,-8.04193,38.6225
estast,-7.87527,38.6225
estast,-7.7086,38.6225
estast,-7.54193,38.6225
estast,-7.4586,38.6225
estast,-7.37527,38.6225
estast,-0.0419328,38.6225
estast,-9.12527,38.5391
estast,-9.04193,38.5391
estast,-8.9586,38.5391
estast,-8.87527,38.5391
estast,-8.79193,38.5391
estast,-8.7086,38.5391
estast,-8.54193,38.5391
estast,-8.4586,38.5391
estast,-8.37527,38.5391
estast,-8.29193,38.5391
estast,-8.2086,38.5391
estast,-8.12527,38.5391
estast,-8.04193,38.5391
estast,-7.87527,38.5391
estast,-7.79193,38.5391
estast,-7.7086,38.5391
estast,-7.62527,38.5391
estast,-9.12527,38.4558
estast,-9.04193,38.4558
estast,-8.7086,38.4558
estast,-8.62527,38.4558
estast,-8.54193,38.4558
estast,-8.4586,38.4558
estast,-8.37527,38.4558
estast,-8.29193,38.4558
estast,-8.12527,38.4558
estast,-8.04193,38.4558
estast,-7.87527,38.4558
estast,-7.7086,38.4558
estast,-7.54193,38.4558
estast,-7.4586,38.4558
estast,-7.37527,38.4558
estast,-6.87527,38.4558
estast,-6.54193,38.4558
estast,-6.4586,38.4558
estast,-0.875266,38.4558
estast,-0.458599,38.4558
estast,-8.79193,38.3725
estast,-8.7086,38.3725
estast,-8.62527,38.3725
estast,-8.54193,38.3725
estast,-8.4586,38.3725
estast,-8.37527,38.3725
estast,-8.29193,38.3725
estast,-8.2086,38.3725
estast,-8.04193,38.3725
estast,-7.7086,38.3725
estast,-7.54193,38.3725
estast,-7.2086,38.3725
estast,-7.12527,38.3725
estast,-6.62527,38.3725
estast,-6.54193,38.3725
estast,-6.2086,38.3725
estast,-6.04193,38.3725
estast,-0.875266,38.3725
estast,-8.7086,38.2891
estast,-8.54193,38.2891
estast,-8.4586,38.2891
estast,-8.37527,38.2891
estast,-8.29193,38.2891
estast,-8.2086,38.2891
estast,-8.12527,38.2891
estast,-8.04193,38.2891
estast,-7.9586,38.2891
estast,-7.87527,38.2891
estast,-7.29193,38.2891
estast,-7.04193,38.2891
estast,-6.9586,38.2891
estast,-6.79193,38.2891
estast,-6.29193,38.2891
estast,-8.62527,38.2058
estast,-8.54193,38.2058
estast,-8.4586,38.2058
estast,-8.37527,38.2058
estast,-8.29193,38.2058
estast,-8.12527,38.2058
estast,-8.04193,38.2058
estast,-7.37527,38.2058
estast,-7.29193,38.2058
estast,-7.12527,38.2058
estast,-6.87527,38.2058
estast,-6.04193,38.2058
estast,-4.04193,38.2058
estast,-0.791933,38.2058
estast,-0.625266,38.2058
estast,-8.79193,38.1225
estast,-8.7086,38.1225
estast,-8.62527,38.1225
estast,-8.4586,38.1225
estast,-8.37527,38.1225
estast,-8.29193,38.1225
estast,-8.2086,38.1225
estast,-8.12527,38.1225
estast,-8.04193,38.1225
estast,-7.9586,38.1225
estast,-7.87527,38.1225
estast,-7.79193,38.1225
estast,-7.7086,38.1225
estast,-7.62527,38.1225
estast,-7.54193,38.1225
estast,-7.37527,38.1225
estast,-7.12527,38.1225
estast,-7.04193,38.1225
estast,-6.9586,38.1225
estast,-1.29193,38.1225
estast,-8.79193,38.0391
estast,-8.7086,38.0391
estast,-8.62527,38.0391
estast,-8.54193,38.0391
estast,-8.4586,38.0391
estast,-8.37527,38.0391
estast,-8.2086,38.0391
estast,-7.9586,38.0391
estast,-7.79193,38.0391
estast,-7.62527,38.0391
estast,-7.54193,38.0391
estast,-0.708599,38.0391
estast,-8.79193,37.9558
estast,-8.62527,37.9558
estast,-8.54193,37.9558
estast,-8.4586,37.9558
estast,-8.37527,37.9558
estast,-8.2086,37.9558
estast,-8.12527,37.9558
estast,-8.04193,37.9558
estast,-7.7086,37.9558
estast,-5.29193,37.9558
estast,-4.7086,37.9558
estast,-4.62527,37.9558
estast,-1.2086,37.9558
estast,-8.79193,37.8725
estast,-8.7086,37.8725
estast,-8.62527,37.8725
estast,-8.54193,37.8725
estast,-8.4586,37.8725
estast,-8.37527,37.8725
estast,-8.29193,37.8725
estast,-8.2086,37.8725
estast,-8.12527,37.8725
estast,-8.04193,37.8725
estast,-7.9586,37.8725
estast,-7.62527,37.8725
estast,-4.79193,37.8725
estast,-4.7086,37.8725
estast,-8.79193,37.7891
estast,-8.7086,37.7891
estast,-8.62527,37.7891
estast,-8.54193,37.7891
estast,-8.4586,37.7891
estast,-8.29193,37.7891
estast,-8.04193,37.7891
estast,-7.87527,37.7891
estast,-4.87527,37.7891
estast,-8.79193,37.7058
estast,-8.7086,37.7058
estast,-8.4586,37.7058
estast,-8.37527,37.7058
estast,-8.29193,37.7058
estast,-8.12527,37.7058
estast,-8.04193,37.7058
estast,-7.9586,37.7058
estast,-7.62527,37.7058
estast,-7.4586,37.7058
estast,-6.2086,37.7058
estast,-6.12527,37.7058
estast,-5.87527,37.7058
estast,-4.9586,37.7058
estast,-1.04193,37.7058
estast,-8.79193,37.6225
estast,-8.7086,37.6225
estast,-8.62527,37.6225
estast,-8.4586,37.6225
estast,-8.37527,37.6225
estast,-7.7086,37.6225
estast,-7.62527,37.6225
estast,-7.29193,37.6225
estast,-5.79193,37.6225
estast,-5.62527,37.6225
estast,-8.7086,37.5391
estast,-8.62527,37.5391
estast,-8.54193,37.5391
estast,-8.4586,37.5391
estast,-7.04193,37.5391
estast,-6.9586,37.5391
estast,-6.12527,37.5391
estast,-6.04193,37.5391
estast,-5.9586,37.5391
estast,-5.87527,37.5391
estast,-8.79193,37.4558
estast,-8.7086,37.4558
estast,-8.62527,37.4558
estast,-8.54193,37.4558
estast,-8.4586,37.4558
estast,-7.62527,37.4558
estast,-7.4586,37.4558
estast,-6.7086,37.4558
estast,-6.62527,37.4558
estast,-6.2086,37.4558
estast,-5.9586,37.4558
estast,-5.87527,37.4558
estast,-8.79193,37.3725
estast,-8.62527,37.3725
estast,-8.4586,37.3725
estast,-8.37527,37.3725
estast,-8.29193,37.3725
estast,-8.2086,37.3725
estast,-7.79193,37.3725
estast,-7.7086,37.3725
estast,-7.62527,37.3725
estast,-7.54193,37.3725
estast,-7.4586,37.3725
estast,-7.04193,37.3725
estast,-6.9586,37.3725
estast,-6.29193,37.3725
estast,-6.04193,37.3725
estast,-5.9586,37.3725
estast,-5.87527,37.3725
estast,-5.2086,37.3725
estast,-8.79193,37.2891
estast,-8.7086,37.2891
estast,-8.54193,37.2891
estast,-8.4586,37.2891
estast,-8.29193,37.2891
estast,-8.04193,37.2891
estast,-7.7086,37.2891
estast,-7.62527,37.2891
estast,-7.4586,37.2891
estast,-6.7086,37.2891
estast,-6.54193,37.2891
estast,-6.4586,37.2891
estast,-6.29193,37.2891
estast,-6.2086,37.2891
estast,-6.12527,37.2891
estast,-6.04193,37.2891
estast,-5.9586,37.2891
estast,-5.87527,37.2891
estast,-5.79193,37.2891
estast,-8.87527,37.2058
estast,-8.79193,37.2058
estast,-8.7086,37.2058
estast,-8.62527,37.2058
estast,-8.54193,37.2058
estast,-8.4586,37.2058
estast,-8.37527,37.2058
estast,-8.29193,37.2058
estast,-8.2086,37.2058
estast,-8.12527,37.2058
estast,-8.04193,37.2058
estast,-7.9586,37.2058
estast,-7.79193,37.2058
estast,-7.7086,37.2058
estast,-7.62527,37.2058
estast,-7.54193,37.2058
estast,-7.4586,37.2058
estast,-7.37527,37.2058
estast,-6.9586,37.2058
estast,-6.87527,37.2058
estast,-6.79193,37.2058
estast,-6.2086,37.2058
estast,-6.12527,37.2058
estast,-6.04193,37.2058
estast,-5.9586,37.2058
estast,-5.87527,37.2058
estast,-3.87527,37.2058
estast,-8.87527,37.1225
estast,-8.79193,37.1225
estast,-8.7086,37.1225
estast,-8.54193,37.1225
estast,-8.4586,37.1225
estast,-8.37527,37.1225
estast,-8.29193,37.1225
estast,-8.2086,37.1225
estast,-8.12527,37.1225
estast,-8.04193,37.1225
estast,-7.9586,37.1225
estast,-7.87527,37.1225
estast,-7.79193,37.1225
estast,-7.7086,37.1225
estast,-6.54193,37.1225
estast,-6.4586,37.1225
estast,-6.37527,37.1225
estast,-6.29193,37.1225
estast,-6.2086,37.1225
estast,-6.12527,37.1225
estast,-6.04193,37.1225
estast,-5.9586,37.1225
estast,-5.87527,37.1225
estast,-5.79193,37.1225
estast,-8.9586,37.0391
estast,-8.04193,37.0391
estast,-7.9586,37.0391
estast,-7.87527,37.0391
estast,-7.79193,37.0391
estast,-6.54193,37.0391
estast,-6.4586,37.0391
estast,-6.37527,37.0391
estast,-6.29193,37.0391
estast,-5.9586,37.0391
estast,-5.79193,37.0391
estast,-6.37527,36.9558
estast,-5.9586,36.9558
estast,-5.87527,36.9558
estast,-6.29193,36.8725
estast,-3.62527,36.8725
estast,-6.29193,36.7891
estast,-4.7086,36.7891
estast,-4.4586,36.7891
estast,-4.37527,36.7891
estast,-4.12527,36.7891
estast,-4.04193,36.7891
estast,-5.62527,36.7058
estast,-4.79193,36.7058
estast,-4.7086,36.7058
estast,-4.54193,36.7058
estast,-4.4586,36.7058
estast,-4.54193,36.6225
estast,-6.29193,36.5391
estast,-4.62527,36.5391
estast,-5.12527,36.4558
estast,-5.37527,36.2058
estmel,-3.04193,43.2891
estmel,-3.12527,43.2058
estmel,-3.04193,43.2058
estmel,-8.79193,42.0391
estmel,-8.87527,41.9558
estmel,0.708067,41.7058
estmel,0.958067,41.7058
estmel,0.624734,41.6225
estmel,2.2914,41.6225
estmel,2.37473,41.6225
estmel,0.541401,41.5391
estmel,2.2914,41.5391
estmel,2.37473,41.5391
estmel,2.12473,41.4558
estmel,0.291401,41.3725
estmel,1.95807,41.3725
estmel,2.0414,41.3725
estmel,2.12473,41.3725
estmel,2.0414,41.2891
estmel,-3.54193,40.2891
estmel,-3.4586,40.2891
estmel,-3.62527,40.2058
estmel,-3.54193,40.2058
estmel,-3.4586,40.2058
estmel,-3.54193,40.1225
estmel,-3.4586,40.1225
estmel,-3.62527,40.0391
estmel,-3.54193,40.0391
estmel,-0.291933,39.9558
estmel,-0.208599,39.9558
estmel,-0.125266,39.9558
estmel,-0.0419328,39.9558
estmel,-0.125266,39.8725
estmel,-0.875266,39.5391
estmel,-0.791933,39.5391
estmel,-0.625266,39.5391
estmel,-0.541933,39.5391
estmel,-0.458599,39.5391
estmel,-0.458599,39.4558
estmel,-0.375266,39.4558
estmel,-0.458599,39.3725
estmel,-0.791933,38.2058
estmel,-5.29193,37.7058
estmel,-1.04193,37.7058
estmel,-5.79193,37.6225
estmel,-6.04193,37.5391
estmel,-5.9586,37.5391
estmel,-6.12527,37.3725
estmel,-5.9586,37.3725
estmel,-6.04193,37.2891
estmel,-4.4586,36.7891
estmel,-4.37527,36.7891
estmel,-4.12527,36.7891
estmel,-4.04193,36.7891
estmel,-4.62527,36.7058
estmel,-4.54193,36.7058
estmel,-4.54193,36.6225
estmel,-5.37527,36.2058
esttro,1.87473,41.9558
esttro,1.95807,41.9558
esttro,2.20807,41.6225
esttro,2.2914,41.6225
esttro,2.37473,41.6225
esttro,2.2914,41.5391
esttro,2.0414,41.4558
esttro,2.12473,41.4558
esttro,2.20807,41.4558
esttro,1.95807,41.3725
esttro,2.0414,41.3725
esttro,2.12473,41.3725
esttro,1.95807,41.2891
esttro,2.0414,41.2891
esttro,-7.79193,41.2058
esttro,0.541401,41.2058
esttro,1.5414,41.2058
esttro,1.62473,41.2058
esttro,1.20807,41.1225
esttro,-3.2086,40.7891
esttro,-3.12527,40.7891
esttro,-2.2086,40.7891
esttro,-3.79193,40.5391
esttro,-3.7086,40.4558
esttro,0.374734,40.3725
esttro,-3.62527,40.2891
esttro,-3.54193,40.2891
esttro,-3.4586,40.2891
esttro,-3.29193,40.2891
esttro,-3.62527,40.2058
esttro,-5.04193,40.0391
esttro,-4.9586,40.0391
esttro,-0.0419328,39.9558
esttro,-0.291933,39.7058
esttro,-0.541933,39.5391
esttro,-0.458599,39.5391
esttro,-0.375266,39.2891
esttro,-5.54193,39.0391
esttro,-0.291933,38.9558
esttro,-5.7086,38.7058
esttro,-1.2086,37.9558
esttro,-4.79193,37.7891
esttro,-4.7086,37.7891
esttro,-4.7086,37.7058
esttro,-1.04193,37.7058
esttro,-5.79193,37.6225
esttro,-6.04193,37.5391
esttro,-5.9586,37.5391
esttro,-5.54193,37.5391
esttro,-5.87527,37.4558
esttro,-5.9586,37.3725
esttro,-5.87527,37.3725
esttro,-6.04193,37.2891
esttro,-5.9586,37.2891
esttro,-5.87527,37.2891
esttro,-6.12527,37.2058
esttro,-6.04193,37.2058
esttro,-6.12527,37.1225
esttro,-6.04193,37.1225
esttro,-5.9586,37.1225
esttro,-5.87527,37.1225
esttro,-4.79193,37.1225
esttro,-4.7086,37.1225
esttro,-4.87527,37.0391
esttro,-4.7086,36.8725
esttro,-4.7086,36.7891
esttro,-4.4586,36.7891
esttro,-4.37527,36.7891
esttro,-4.12527,36.7891
esttro,-4.04193,36.7891
esttro,-4.79193,36.7058
esttro,-4.7086,36.7058
esttro,-4.62527,36.7058
esttro,-4.54193,36.7058
esttro,-4.4586,36.7058
esttro,-3.4586,36.7058
esttro,-4.7086,36.6225
esttro,-4.54193,36.6225
esttro,-5.29193,36.2891
esttro,-5.4586,36.2058
eupafe,-7.79193,43.7058
eupafe,-7.04193,43.4558
eupafe,-5.4586,43.4558
eupafe,-8.7086,42.7058
eupafe,3.0414,42.2058
eupafe,-1.2086,41.9558
eupafe,2.70807,41.7058
eupafe,2.62473,41.6225
eupafe,2.12473,41.4558
eupafe,2.0414,41.2891
eupafe,-8.62527,41.1225
eupafe,-8.62527,40.9558
eupafe,-8.62527,40.7058
eupafe,-8.54193,40.7058
eupafe,0.791401,40.7058
eupafe,-8.54193,40.5391
eupafe,-8.79193,40.4558
eupafe,0.374734,40.3725
eupafe,-8.7086,40.2058
eupafe,-8.54193,40.2058
eupafe,-8.4586,40.2058
eupafe,-8.79193,40.1225
eupafe,-8.7086,40.1225
eupafe,-8.62527,40.1225
eupafe,-3.54193,40.1225
eupafe,-8.87527,39.8725
eupafe,-8.87527,39.7891
eupafe,-0.375266,39.5391
eupafe,-8.54193,39.4558
eupafe,-8.4586,39.4558
eupafe,-8.29193,39.4558
eupafe,-9.29193,39.3725
eupafe,-9.2086,39.3725
eupafe,-8.54193,39.3725
eupafe,-0.375266,39.3725
eupafe,-8.62527,39.2891
eupafe,-0.375266,39.2891
eupafe,-0.291933,39.2891
eupafe,-8.62527,39.2058
eupafe,-0.291933,39.2058
eupafe,-9.37527,39.1225
eupafe,-8.79193,39.1225
eupafe,-8.62527,39.1225
eupafe,-8.87527,39.0391
eupafe,-8.79193,39.0391
eupafe,-8.7086,39.0391
eupafe,-6.7086,39.0391
eupafe,-8.9586,38.9558
eupafe,-8.87527,38.9558
eupafe,-8.79193,38.9558
eupafe,-8.62527,38.9558
eupafe,-6.9586,38.9558
eupafe,-6.62527,38.9558
eupafe,-0.541933,38.9558
eupafe,-9.12527,38.8725
eupafe,-9.04193,38.8725
eupafe,-8.9586,38.8725
eupafe,-8.87527,38.8725
eupafe,-8.79193,38.8725
eupafe,-7.12527,38.8725
eupafe,-7.04193,38.8725
eupafe,-6.62527,38.8725
eupafe,-6.2086,38.8725
eupafe,-0.125266,38.8725
eupafe,-0.0419328,38.8725
eupafe,-9.12527,38.7891
eupafe,-8.87527,38.7891
eupafe,-8.54193,38.7891
eupafe,-9.2086,38.7058
eupafe,-8.9586,38.7058
eupafe,-8.87527,38.7058
eupafe,-8.79193,38.6225
eupafe,-8.7086,38.6225
eupafe,-0.0419328,38.6225
eupafe,-9.12527,38.5391
eupafe,-8.87527,38.5391
eupafe,-8.79193,38.5391
eupafe,-8.7086,38.5391
eupafe,-8.4586,38.5391
eupafe,-8.7086,38.4558
eupafe,-8.62527,38.4558
eupafe,-8.79193,38.3725
eupafe,-8.7086,38.3725
eupafe,-8.62527,38.3725
eupafe,-8.54193,38.3725
eupafe,-8.4586,38.3725
eupafe,-8.37527,38.2891
eupafe,-8.29193,38.2891
eupafe,-8.29193,38.2058
eupafe,-8.04193,38.2058
eupafe,-8.79193,38.1225
eupafe,-8.12527,38.1225
eupafe,-8.04193,38.1225
eupafe,-7.12527,37.9558
eupafe,-7.04193,37.9558
eupafe,-5.79193,37.6225
eupafe,-5.4586,37.5391
eupafe,-6.2086,37.4558
eupafe,-8.79193,37.3725
eupafe,-5.9586,37.3725
eupafe,-6.62527,37.2891
eupafe,-6.12527,37.2891
eupafe,-6.04193,37.2891
eupafe,-8.4586,37.2058
eupafe,-6.29193,37.2058
eupafe,-6.2086,37.2058
eupafe,-6.12527,37.2058
eupafe,-6.04193,37.2058
eupafe,-5.9586,37.2058
eupafe,-5.87527,37.2058
eupafe,-8.87527,37.1225
eupafe,-8.79193,37.1225
eupafe,-8.4586,37.1225
eupafe,-6.4586,37.1225
eupafe,-6.29193,37.1225
eupafe,-6.2086,37.1225
eupafe,-6.12527,37.1225
eupafe,-6.04193,37.1225
eupafe,-5.9586,37.1225
eupafe,-5.87527,37.1225
eupafe,-5.79193,37.1225
eupafe,-8.04193,37.0391
eupafe,-6.4586,37.0391
eupafe,-6.37527,37.0391
eupafe,-6.04193,37.0391
eupafe,-5.9586,37.0391
eupafe,-5.79193,37.0391
eupafe,-3.62527,37.0391
eupafe,-5.9586,36.9558
eupafe,-5.87527,36.9558
eupafe,-4.4586,36.7891
eupafe,-4.37527,36.7891
eupafe,-4.12527,36.7891
eupafe,-4.4586,36.7058
eupafe,-3.4586,36.7058
eupafe,-4.54193,36.6225
eupafe,-5.9586,36.2891
eupafe,-5.87527,36.2891
eupafe,-5.79193,36.2058
eupafe,-5.7086,36.1225
eupafe,-5.62527,36.1225
myimon,4.87473,52.3725
myimon,4.95807,52.3725
myimon,5.95807,52.2058
myimon,4.45807,51.9558
myimon,-0.291933,51.7058
myimon,-0.208599,51.7058
myimon,-0.375266,51.6225
myimon,-0.291933,51.6225
myimon,-0.208599,51.6225
myimon,-0.625266,51.5391
myimon,-0.291933,51.5391
myimon,-0.291933,51.4558
myimon,-0.0419328,51.4558
myimon,-0.458599,51.3725
myimon,4.7914,51.2058
myimon,4.0414,50.9558
myimon,4.2914,50.9558
myimon,4.37473,50.9558
myimon,4.12473,50.8725
myimon,4.20807,50.8725
myimon,4.2914,50.8725
myimon,4.37473,50.8725
myimon,4.45807,50.8725
myimon,4.62473,50.8725
myimon,4.0414,50.7891
myimon,4.20807,50.7891
myimon,4.2914,50.7891
myimon,4.37473,50.7891
myimon,4.45807,50.7891
myimon,4.95807,50.7891
myimon,13.3747,46.2891
myimon,8.70807,45.7891
myimon,11.2914,45.7891
myimon,10.6247,45.3725
myimon,7.45807,44.6225
myimon,8.95807,44.6225
myimon,9.0414,44.6225
myimon,7.37473,44.5391
myimon,7.45807,44.5391
myimon,7.5414,44.5391
myimon,8.62473,44.5391
myimon,8.70807,44.5391
myimon,8.87473,44.5391
myimon,8.95807,44.5391
myimon,9.0414,44.5391
myimon,9.12473,44.5391
myimon,9.20807,44.5391
myimon,9.2914,44.5391
myimon,9.37473,44.5391
myimon,9.45807,44.5391
myimon,7.45807,44.4558
myimon,7.5414,44.4558
myimon,8.70807,44.4558
myimon,8.7914,44.4558
myimon,8.87473,44.4558
myimon,8.95807,44.4558
myimon,9.0414,44.4558
myimon,9.12473,44.4558
myimon,9.20807,44.4558
myimon,9.2914,44.4558
myimon,9.37473,44.4558
myimon,9.45807,44.4558
myimon,9.12473,44.3725
myimon,9.20807,44.3725
myimon,9.2914,44.3725
myimon,9.37473,44.3725
myimon,9.45807,44.3725
myimon,9.45807,44.2891
myimon,9.5414,44.2891
myimon,10.7081,43.7891
myimon,11.2914,43.7891
myimon,11.1247,43.4558
myimon,-8.9586,43.2058
myimon,-1.62527,43.1225
myimon,5.87473,43.1225
myimon,-1.62527,42.7891
myimon,-8.79193,42.5391
myimon,-2.4586,42.5391
myimon,3.12473,42.3725
myimon,-8.7086,42.2891
myimon,2.87473,42.2891
myimon,2.95807,42.2891
myimon,3.0414,42.2891
myimon,3.12473,42.2891
myimon,3.20807,42.2891
myimon,0.958067,42.2058
myimon,2.20807,42.2058
myimon,2.95807,42.2058
myimon,3.0414,42.2058
myimon,-8.79193,42.1225
myimon,-0.375266,42.1225
myimon,2.5414,42.1225
myimon,2.7914,42.1225
myimon,3.12473,42.1225
myimon,11.7914,42.1225
myimon,12.2914,42.1225
myimon,-1.62527,42.0391
myimon,2.2914,42.0391
myimon,2.7914,42.0391
myimon,1.5414,41.9558
myimon,2.20807,41.9558
myimon,2.2914,41.9558
myimon,2.37473,41.9558
myimon,2.7914,41.9558
myimon,2.87473,41.9558
myimon,12.4581,41.9558
myimon,-8.79193,41.8725
myimon,2.12473,41.8725
myimon,2.20807,41.8725
myimon,2.2914,41.8725
myimon,2.37473,41.8725
myimon,2.7914,41.8725
myimon,2.87473,41.8725
myimon,3.12473,41.8725
myimon,12.4581,41.8725
myimon,12.5414,41.8725
myimon,-2.4586,41.7891
myimon,0.541401,41.7891
myimon,0.624734,41.7891
myimon,1.12473,41.7891
myimon,1.7914,41.7891
myimon,1.87473,41.7891
myimon,2.12473,41.7891
myimon,2.2914,41.7891
myimon,12.2914,41.7891
myimon,12.3747,41.7891
myimon,-4.7086,41.7058
myimon,-1.04193,41.7058
myimon,-0.958599,41.7058
myimon,-0.875266,41.7058
myimon,0.541401,41.7058
myimon,0.624734,41.7058
myimon,0.708067,41.7058
myimon,0.791401,41.7058
myimon,0.874734,41.7058
myimon,0.958067,41.7058
myimon,1.7914,41.7058
myimon,1.87473,41.7058
myimon,1.95807,41.7058
myimon,2.20807,41.7058
myimon,2.2914,41.7058
myimon,2.37473,41.7058
myimon,2.45807,41.7058
myimon,2.5414,41.7058
myimon,12.3747,41.7058
myimon,12.4581,41.7058
myimon,-0.958599,41.6225
myimon,-0.875266,41.6225
myimon,0.458067,41.6225
myimon,0.541401,41.6225
myimon,0.624734,41.6225
myimon,0.708067,41.6225
myimon,0.874734,41.6225
myimon,1.0414,41.6225
myimon,1.20807,41.6225
myimon,1.62473,41.6225
myimon,1.70807,41.6225
myimon,1.7914,41.6225
myimon,1.87473,41.6225
myimon,1.95807,41.6225
myimon,2.0414,41.6225
myimon,2.12473,41.6225
myimon,2.20807,41.6225
myimon,2.2914,41.6225
myimon,2.37473,41.6225
myimon,2.45807,41.6225
myimon,2.5414,41.6225
myimon,2.62473,41.6225
myimon,-6.2086,41.5391
myimon,-0.791933,41.5391
myimon,0.708067,41.5391
myimon,1.62473,41.5391
myimon,1.70807,41.5391
myimon,1.7914,41.5391
myimon,1.87473,41.5391
myimon,1.95807,41.5391
myimon,2.0414,41.5391
myimon,2.12473,41.5391
myimon,2.20807,41.5391
myimon,2.2914,41.5391
myimon,2.37473,41.5391
myimon,0.541401,41.4558
myimon,1.7914,41.4558
myimon,1.95807,41.4558
myimon,2.0414,41.4558
myimon,2.12473,41.4558
myimon,2.20807,41.4558
myimon,0.291401,41.3725
myimon,1.62473,41.3725
myimon,1.70807,41.3725
myimon,1.7914,41.3725
myimon,1.87473,41.3725
myimon,1.95807,41.3725
myimon,2.0414,41.3725
myimon,2.12473,41.3725
myimon,-0.791933,41.2891
myimon,1.2914,41.2891
myimon,1.5414,41.2891
myimon,1.70807,41.2891
myimon,1.7914,41.2891
myimon,1.95807,41.2891
myimon,2.0414,41.2891
myimon,-8.7086,41.2058
myimon,-8.62527,41.2058
myimon,0.958067,41.2058
myimon,1.0414,41.2058
myimon,1.12473,41.2058
myimon,1.20807,41.2058
myimon,1.2914,41.2058
myimon,1.45807,41.2058
myimon,1.5414,41.2058
myimon,1.62473,41.2058
myimon,-8.62527,41.1225
myimon,0.374734,41.1225
myimon,0.624734,41.1225
myimon,0.708067,41.1225
myimon,0.874734,41.1225
myimon,0.958067,41.1225
myimon,1.0414,41.1225
myimon,1.12473,41.1225
myimon,1.20807,41.1225
myimon,-5.7086,41.0391
myimon,0.624734,41.0391
myimon,0.958067,41.0391
myimon,-5.54193,40.9558
myimon,0.291401,40.8725
myimon,-1.12527,40.7891
myimon,-4.12527,40.7058
myimon,-4.04193,40.7058
myimon,-3.54193,40.7058
myimon,-3.37527,40.7058
myimon,0.541401,40.7058
myimon,0.624734,40.7058
myimon,0.791401,40.7058
myimon,-3.54193,40.6225
myimon,0.541401,40.6225
myimon,-4.37527,40.5391
myimon,-3.87527,40.5391
myimon,-3.79193,40.5391
myimon,-3.7086,40.5391
myimon,-3.62527,40.5391
myimon,-3.54193,40.5391
myimon,-3.29193,40.5391
myimon,-3.87527,40.4558
myimon,-3.79193,40.4558
myimon,-3.7086,40.4558
myimon,-3.62527,40.4558
myimon,-3.54193,40.4558
myimon,-4.04193,40.3725
myimon,-3.87527,40.3725
myimon,-3.79193,40.3725
myimon,-3.7086,40.3725
myimon,-3.62527,40.3725
myimon,-3.79193,40.2891
myimon,-3.62527,40.2891
myimon,-3.54193,40.2891
myimon,-3.4586,40.2891
myimon,-3.87527,40.2058
myimon,-3.54193,40.2058
myimon,-3.87527,40.1225
myimon,-3.54193,40.1225
myimon,-3.04193,40.1225
myimon,-1.37527,40.1225
myimon,-1.29193,40.1225
myimon,-0.0419328,40.1225
myimon,0.0414006,40.1225
myimon,0.124734,40.1225
myimon,-4.7086,40.0391
myimon,-1.37527,40.0391
myimon,-1.29193,40.0391
myimon,-1.2086,40.0391
myimon,-1.12527,40.0391
myimon,0.0414006,40.0391
myimon,3.87473,40.0391
myimon,3.95807,40.0391
myimon,4.0414,40.0391
myimon,3.87473,39.9558
myimon,3.95807,39.9558
myimon,4.0414,39.9558
myimon,4.12473,39.9558
myimon,4.20807,39.9558
myimon,-0.208599,39.8725
myimon,-0.125266,39.8725
myimon,2.87473,39.8725
myimon,2.95807,39.8725
myimon,3.0414,39.8725
myimon,4.12473,39.8725
myimon,4.20807,39.8725
myimon,4.2914,39.8725
myimon,2.70807,39.7891
myimon,2.7914,39.7891
myimon,2.87473,39.7891
myimon,2.95807,39.7891
myimon,3.0414,39.7891
myimon,3.12473,39.7891
myimon,-0.291933,39.7058
myimon,2.62473,39.7058
myimon,2.70807,39.7058
myimon,2.7914,39.7058
myimon,2.87473,39.7058
myimon,2.95807,39.7058
myimon,3.0414,39.7058
myimon,3.12473,39.7058
myimon,3.20807,39.7058
myimon,3.2914,39.7058
myimon,3.37473,39.7058
myimon,-0.291933,39.6225
myimon,2.45807,39.6225
myimon,2.5414,39.6225
myimon,2.62473,39.6225
myimon,2.70807,39.6225
