"TSS.MN"	"TSS.sd"	"speci.MN"	"speci.sd"	"sensi.MN"	"sensi.sd"	"model"
0.23	0.0586893895388634	0.855	0.0586893895388634	0.375	0	"model1"
0.1775	0.0218898758942728	0.9775	0.0218898758942728	0.2	0	"model2"
0.1475	0.0749536894058962	0.2975	0.0749536894058962	0.85	0	"model3"
0.245	0.053748384988657	0.245	0.053748384988657	1	0	"model4"
0	0	0	0	1	0	"model5"
0.3875	0.0543266867100221	0.6125	0.0543266867100221	0.775	0	"model6"
0.1375	0.0709557765246933	0.2875	0.0709557765246933	0.85	0	"model7"
0.185	0.082663978450915	0.385	0.082663978450915	0.8	0	"model8"
0.1625	0.0358430219460109	0.9375	0.0358430219460109	0.225	0	"model9"
0.2425	0.072696094958548	0.6425	0.072696094958548	0.6	0	"model10"
0.2275	0.0594535299391232	0.3775	0.0594535299391232	0.85	0	"model11"
0.035	0.0268741924943285	0.035	0.0268741924943285	1	0	"model12"
0.18	0.0743490267439849	0.18	0.0743490267439849	1	0	"model13"
0.195	0.0468448977418507	0.195	0.0468448977418507	1	0	"model14"
0.01	0.0210818510677892	0.01	0.0210818510677892	1	0	"model15"
0.2475	0.109576203823843	0.3975	0.109576203823843	0.85	0	"model16"
0.305	0.101925899009471	0.705	0.101925899009471	0.6	0	"model17"
0.2125	0.0543266867100221	0.2375	0.0543266867100221	0.975	0	"model18"
0.1025	0.0463231403656243	0.1025	0.0463231403656243	1	0	"model19"
0	0	0	0	1	0	"model20"
0.2025	0.0749536894058962	0.2275	0.0749536894058962	0.975	0	"model21"
0.205	0.0643341968853959	0.355	0.0643341968853959	0.85	0	"model22"
0	0	0	0	1	0	"model23"
0.16	0.0488762609953839	0.16	0.0488762609953839	1	0	"model24"
0.2375	0.0719278187568003	0.4375	0.0719278187568003	0.8	0	"model25"
0.2075	0.0913251212853166	0.2075	0.0913251212853166	1	0	"model26"
0.135	0.0428174419288838	0.135	0.0428174419288838	1	0	"model27"
0	0	0	0	1	0	"model28"
0.1475	0.0617454451761424	0.1975	0.0617454451761423	0.95	0	"model29"
0.2225	0.0721206550780627	0.2975	0.0721206550780627	0.925	0	"model30"
0	0	0	0	1	0	"model31"
0.195	0.0643341968853959	0.295	0.0643341968853959	0.9	0	"model32"
0.1375	0.0738335214444556	0.2875	0.0738335214444556	0.85	0	"model33"
0.115	0.0444097086482474	0.115	0.0444097086482474	1	0	"model34"
0.055	0.0387298334620742	0.055	0.0387298334620742	1	0	"model35"
0.155	0.0586893895388634	0.255	0.0586893895388634	0.9	0	"model36"
0.0525	0.0248607231502938	0.0525	0.0248607231502938	1	0	"model37"
0	0	0	0	1	0	"model38"
0	0	0	0	1	0	"model39"
0.145	0.0437797517885457	0.145	0.0437797517885457	1	0	"model40"
0.1425	0.0745821694508815	0.2675	0.0745821694508815	0.875	0	"model41"
0.095	0.0329140294302192	0.095	0.0329140294302192	1	0	"model42"
0	0	0	0	1	0	"model43"
0.1575	0.0486626710688548	0.1575	0.0486626710688548	1	0	"model44"
0.0225	0.0248607231502938	0.0225	0.0248607231502938	1	0	"model45"
0	0	0	0	1	0	"model46"
0.33	0.0497214463005877	0.53	0.0497214463005877	0.8	0	"model47"
0.2175	0.0808376287518518	0.2425	0.0808376287518518	0.975	0	"model48"
0.1575	0.0409097923621119	0.1575	0.0409097923621119	1	0	"model49"
0.21	0.0647645307590848	0.36	0.0647645307590848	0.85	0	"model50"
0.19	0.0542627353203324	0.34	0.0542627353203324	0.85	0	"model51"
0	0	0	0	1	0	"model52"
0.3475	0.0803205384001433	0.6975	0.0803205384001433	0.65	0	"model53"
0.1425	0.073645170317619	0.2175	0.073645170317619	0.925	0	"model54"
0.175	0.0263523138347365	0.975	0.0263523138347365	0.2	0	"model55"
0.1125	0.0358430219460109	0.1125	0.0358430219460109	1	0	"model56"
0.0575	0.0472140515807176	0.0575	0.0472140515807176	1	0	"model57"
0	0	0	0	1	0	"model58"
0.125	0.0912870929175277	0.25	0.0912870929175277	0.875	0	"model59"
0	0	0	0	1	0	"model60"
0.12	0.0483045891539648	0.12	0.0483045891539648	1	0	"model61"
0.18	0.0562731433871138	0.33	0.0562731433871138	0.85	0	"model62"
0.0475	0.00790569415042095	0.9975	0.00790569415042095	0.05	0	"model63"
0.345	0.0621378396076908	0.67	0.0621378396076908	0.675	0	"model64"
0.1325	0.0441745276023286	0.1325	0.0441745276023286	1	0	"model65"
0.1475	0.0380970981688749	0.1475	0.0380970981688749	1	0	"model66"
0.355	0.0761941963377497	0.58	0.0761941963377497	0.775	0	"model67"
0.2675	0.063519463333865	0.4425	0.063519463333865	0.825	0	"model68"
0.435	0.0579750904364203	0.735	0.0579750904364203	0.7	0	"model69"
0.0075	0.0120761472884912	0.0075	0.0120761472884912	1	0	"model70"
