"TSS.MN"	"TSS.sd"	"speci.MN"	"speci.sd"	"sensi.MN"	"sensi.sd"	"model"
0.00657894736842105	0.00310134553151995	0.00657894736842105	0.00310134553151995	1	0	"model603"
0	0	0	0	1	0	"model604"
0	0	0	0	1	0	"model605"
0.199122807017544	0.0261691822634672	0.199122807017544	0.0261691822634672	1	0	"model606"
0.0214912280701754	0.0106333897929638	0.0214912280701754	0.0106333897929638	1	0	"model607"
0	0	0	0	1	0	"model608"
0	0	0	0	1	0	"model609"
0.0109649122807018	0.00693481943019381	0.0109649122807018	0.00693481943019381	1	0	"model610"
0.0184210526315789	0.00847448932525698	0.0184210526315789	0.00847448932525698	1	0	"model611"
0.186842105263158	0.0127788148441007	0.186842105263158	0.0127788148441007	1	0	"model612"
0.00087719298245614	0.00184928518138502	0.00087719298245614	0.00184928518138502	1	0	"model613"
0	0	0	0	1	0	"model614"
0	0	0	0	1	0	"model615"
0.00043859649122807	0.00138696388603876	0.00043859649122807	0.00138696388603876	1	0	"model616"
0.00175438596491228	0.00226490254164176	0.00175438596491228	0.00226490254164176	1	0	"model617"
0.0307017543859649	0.0130764209210514	0.0307017543859649	0.0130764209210514	1	0	"model618"
0	0	0	0	1	0	"model619"
0.134210526315789	0.0212063910695541	0.134210526315789	0.0212063910695541	1	0	"model620"
0	0	0	0	1	0	"model621"
0.0574561403508772	0.0131497700712099	0.0574561403508772	0.0131497700712099	1	0	"model622"
0	0	0	0	1	0	"model623"
0.00043859649122807	0.00138696388603876	0.00043859649122807	0.00138696388603876	1	0	"model624"
0.374561403508772	0.0372850014720353	0.400877192982456	0.0372850014720353	0.973684210526316	0	"model625"
0.00570175438596491	0.00416089165811629	0.00570175438596491	0.00416089165811629	1	0	"model626"
0	0	0	0	1	0	"model627"
0.00745614035087719	0.00548976121506391	0.00745614035087719	0.00548976121506391	1	0	"model628"
0	0	0	0	1	0	"model629"
0.485526315789474	0.0355747149440935	0.520614035087719	0.0355747149440935	0.964912280701754	0	"model630"
0.062280701754386	0.0148807142105257	0.062280701754386	0.0148807142105257	1	0	"model631"
0.0701754385964912	0.0167969668027428	0.0701754385964912	0.0167969668027428	1	0	"model632"
0.0780701754385965	0.0214668477695645	0.0780701754385965	0.0214668477695645	1	0	"model633"
0.0153508771929825	0.00833461568054925	0.0153508771929825	0.00833461568054925	1	0	"model634"
0.00745614035087719	0.00296030069171295	0.00745614035087719	0.00296030069171295	1	0	"model635"
0	0	0	0	1	0	"model636"
0	0	0	0	1	0	"model637"
0	0	0	0	1	0	"model638"
0	0	0	0	1	0	"model639"
0.0201754385964912	0.00722168949428565	0.0201754385964912	0.00722168949428565	1	0	"model640"
0	0	0	0	1	0	"model641"
0	0	0	0	1	0	"model642"
0.00087719298245614	0.00184928518138502	0.00087719298245614	0.00184928518138502	1	0	"model643"
0.464912280701754	0.0344731757969345	0.495614035087719	0.0344731757969345	0.969298245614035	0	"model644"
0	0	0	0	1	0	"model645"
0	0	0	0	1	0	"model646"
0	0	0	0	1	0	"model647"
0	0	0	0	1	0	"model648"
0	0	0	0	1	0	"model649"
0.00745614035087719	0.00464627151522535	0.00745614035087719	0.00464627151522535	1	0	"model650"
0	0	0	0	1	0	"model651"
0	0	0	0	1	0	"model652"
0.278508771929825	0.0273708263550425	0.278508771929825	0.0273708263550425	1	0	"model653"
0.114035087719298	0.0231160647673127	0.114035087719298	0.0231160647673127	1	0	"model654"
0.0245614035087719	0.0111724989324812	0.0245614035087719	0.0111724989324812	1	0	"model655"
0	0	0	0	1	0	"model656"
0.0416666666666667	0.0160486099415937	0.0416666666666667	0.0160486099415937	1	0	"model657"
0.103070175438596	0.0134391639699198	0.103070175438596	0.0134391639699198	1	0	"model658"
0	0	0	0	1	0	"model659"
0	0	0	0	1	0	"model660"
0.012280701754386	0.00821840311260538	0.012280701754386	0.00821840311260538	1	0	"model661"
0.0184210526315789	0.00710231450379598	0.0184210526315789	0.00710231450379598	1	0	"model662"
0	0	0	0	1	0	"model663"
0	0	0	0	1	0	"model664"
0.0153508771929825	0.0101815703780586	0.0153508771929825	0.0101815703780586	1	0	"model665"
0	0	0	0	1	0	"model666"
0.267105263157895	0.0265140355972015	0.271491228070175	0.0265140355972015	0.995614035087719	0	"model667"
0.0157894736842105	0.0092925430304507	0.0157894736842105	0.0092925430304507	1	0	"model668"
0	0	0	0	1	0	"model669"
0	0	0	0	1	0	"model670"
0.00570175438596491	0.0050855342488088	0.00570175438596491	0.0050855342488088	1	0	"model671"
0.136842105263158	0.0280305519560394	0.136842105263158	0.0280305519560394	1	0	"model672"
0	0	0	0	1	0	"model673"
0.0864035087719298	0.0198367624480535	0.0864035087719298	0.0198367624480535	1	0	"model674"
0.124122807017544	0.0236688637015469	0.124122807017544	0.0236688637015469	1	0	"model675"
0	0	0	0	1	0	"model676"
0	0	0	0	1	0	"model677"
0.0175438596491228	0.00924642590692509	0.0175438596491228	0.00924642590692509	1	0	"model678"
0	0	0	0	1	0	"model679"
0.359649122807018	0.0232083448338999	0.364035087719298	0.0232083448338999	0.995614035087719	0	"model680"
0	0	0	0	1	0	"model681"
0.180701754385965	0.0267827319241041	0.180701754385965	0.0267827319241041	1	0	"model682"
0	0	0	0	1	0	"model683"
