"TSS.MN"	"TSS.sd"	"speci.MN"	"speci.sd"	"sensi.MN"	"sensi.sd"	"model"
0.14875	0.00395284707521047	0.99875	0.00395284707521046	0.15	0	"model1"
0	0	1	0	0	0	"model2"
0	0	1	0	0	0	"model3"
0	0	1	0	0	0	"model4"
0.19625	0.0060380736442456	0.99625	0.00603807364424558	0.2	0	"model5"
0.68375	0.0276699295264733	0.95875	0.0276699295264733	0.725	0	"model6"
0.90125	0.0253105709141457	0.93875	0.0253105709141457	0.9625	0	"model7"
0	0	1	0	0	0	"model8"
0	0	1	0	0	0	"model9"
0.67625	0.0207916249164577	0.97625	0.0207916249164578	0.7	0	"model10"
0	0	1	0	0	0	"model11"
0	0	1	0	0	0	"model12"
0.88	0.0312916389258643	0.905	0.0312916389258643	0.975	0	"model13"
0	0	1	0	0	0	"model14"
0.805	0.0251385052149972	0.9425	0.0251385052149973	0.8625	0	"model15"
0.76875	0.0290174755774669	0.94375	0.0290174755774669	0.825	0	"model16"
0	0	1	0	0	0	"model17"
0	0	1	0	0	0	"model18"
0.66125	0.0137563116826827	0.97375	0.0137563116826827	0.6875	0	"model19"
0.155	0.00645497224367903	0.9925	0.00645497224367901	0.1625	0	"model20"
0	0	1	0	0	0	"model21"
0	0	1	0	0	0	"model22"
0.745	0.0197202659436654	0.9575	0.0197202659436654	0.7875	0	"model23"
0	0	1	0	0	0	"model24"
0	0	1	0	0	0	"model25"
0.865	0.0202415963358185	0.9275	0.0202415963358185	0.9375	0	"model26"
0.88875	0.0216105041331499	0.92625	0.0216105041331499	0.9625	0	"model27"
0	0	1	0	0	0	"model28"
0	0	1	0	0	0	"model29"
0.375	0.0117851130197758	0.9875	0.0117851130197758	0.3875	0	"model30"
0.30125	0.0124303615751469	0.98875	0.0124303615751469	0.3125	0	"model31"
0.68	0.0134370962471642	0.98	0.0134370962471643	0.7	0	"model32"
0.585	0.0114867072934085	0.985	0.0114867072934085	0.6	0	"model33"
0.025	0	1	0	0.025	0	"model34"
0.6775	0.0255495161945932	0.965	0.0255495161945932	0.7125	0	"model35"
0.6875	0.0176776695296637	0.9625	0.0176776695296637	0.725	0	"model36"
0.83625	0.022399466759526	0.94875	0.022399466759526	0.8875	0	"model37"
0.3675	0.00874007373475127	0.9925	0.00874007373475126	0.375	0	"model38"
0	0	1	0	0	0	"model39"
0	0	1	0	0	0	"model40"
0.85375	0.020454896181056	0.85375	0.020454896181056	1	0	"model41"
0	0	1	0	0	0	"model42"
0.37625	0.00922330984215778	0.98875	0.00922330984215778	0.3875	0	"model43"
0.48625	0.00922330984215778	0.98625	0.00922330984215779	0.5	0	"model44"
0	0	1	0	0	0	"model45"
0	0	1	0	0	0	"model46"
0.4575	0.0120761472884912	0.9825	0.0120761472884912	0.475	0	"model47"
0	0	1	0	0	0	"model48"
0	0	1	0	0	0	"model49"
0	0	1	0	0	0	"model50"
0	0	1	0	0	0	"model51"
0.43625	0.0109449379471364	0.98625	0.0109449379471364	0.45	0	"model52"
0	0	1	0	0	0	"model53"
0	0	1	0	0	0	"model54"
0.6525	0.0141911553049387	0.9775	0.0141911553049387	0.675	0	"model55"
0.87	0.0323822653795424	0.87	0.0323822653795424	1	0	"model56"
0	0	1	0	0	0	"model57"
0	0	1	0	0	0	"model58"
0	0	1	0	0	0	"model59"
0	0	1	0	0	0	"model60"
0	0	1	0	0	0	"model61"
0	0	1	0	0	0	"model62"
0	0	1	0	0	0	"model63"
0.36375	0.0137563116826826	0.98875	0.0137563116826826	0.375	0	"model64"
0	0	1	0	0	0	"model65"
0	0	1	0	0	0	"model66"
0.50125	0.0109449379471364	0.98875	0.0109449379471364	0.5125	0	"model67"
0	0	1	0	0	0	"model68"
0.7975	0.035256993002177	0.9475	0.035256993002177	0.85	0	"model69"
0	0	1	0	0	0	"model70"
