"X","lon","lat","PC1","PC2","presence","glm_pred_inv","bart_pred_inv","inv_range","mess","analog"
3822,-1.95833333333334,52.0416666666667,-0.948176205158234,-1.74915337562561,0,0.00551304267719388,0.012851795181632,0,-0.10296327199278,0
3823,7.625,59.2083333333333,-2.78416323661804,-3.34418201446533,0,0.0189049579203129,0.0170723851770163,0,-13.8120324595713,0
3824,30.875,63.875,-3.79821825027466,1.54355299472809,0,0.00314040738157928,0.00739376153796911,0,-21.3838453885417,0
3825,-6.95833333333334,37.5416666666667,2.46514916419983,1.84767782688141,0,0.000420609052525833,0.000426835962571204,0,40.0759544273436,1
3826,26.2916666666667,39.0416666666667,1.48374235630035,0.71377032995224,0,0.00092222006060183,0.000841268745716661,0,34.5792524485309,1
3827,-2.54166666666669,52.4583333333333,-0.7541184425354,-3.47971248626709,0,0.0109685640782118,0.0161366686224937,0,0.0799520287827304,1
3828,25.7083333333333,40.2083333333333,0.877198815345764,0.107894256711006,0,0.00143531139474362,0.00237975781783462,0,7.35558664801119,1
3829,-1.04166666666669,47.5416666666667,-0.0207284204661846,-1.41751766204834,0,0.00362836360000074,0.0040609366260469,0,1.23925644613232,1
3830,6.04166666666666,46.7916666666667,-1.79564833641052,-4.15302038192749,0,0.0200136937201023,0.0288056209683418,0,-6.43092413598896,0
3831,-8.29166666666669,37.375,2.34431648254395,0.769195318222046,0,0.00069482543040067,0.000515866035129875,0,81.7509494303418,1
3832,27.625,57.4583333333333,-2.35290884971619,0.998251497745514,0,0.00258278008550406,0.00883319135755301,0,-10.5919137298744,0
3833,19.2916666666667,45.9583333333333,-0.674904465675354,1.65692985057831,0,0.00117898313328624,0.00994700286537409,0,0.099940035978413,1
3834,18.4583333333333,46.875,-0.954115509986877,1.48489725589752,0,0.00137830467429012,0.00739376153796911,0,-0.147311265429992,0
3835,23.5416666666667,44.375,-0.710332691669464,1.85101175308228,0,0.001097671687603,0.00799402222037315,0,0.0799520287827304,1
3836,28.7083333333333,45.5416666666667,-1.0387190580368,2.1386125087738,0,0.00106700998730958,0.00680956616997719,0,-0.77903462395983,0
3837,17.9583333333333,44.375,-0.831843793392181,-0.169114768505096,0,0.0027273315936327,0.0154367405921221,0,0.0399760143913652,1
3838,26.9583333333333,48.125,-1.10632848739624,1.85464131832123,0,0.00123048201203346,0.00799402222037315,0,-1.2838651750146,0
3839,14.2083333333333,56.625,-1.88023638725281,-0.504978477954865,0,0.00428290339186788,0.0161689389497042,0,-7.06253177894564,0
3840,17.875,68.2916666666667,-4.35940933227539,-1.72370946407318,0,0.0150273013859987,0.0137397153303027,0,-25.5741840122753,0
3841,26.2083333333333,58.125,-2.27279901504517,0.922093152999878,0,0.00260510458610952,0.0113486023619771,0,-9.99374432709969,0
3842,21.4583333333333,44.375,-0.769680023193359,0.986763417720795,0,0.00162249826826155,0.00883319135755301,0,0.0599640215870478,1
3843,-1.125,51.2916666666667,-0.503700911998749,-2.10371828079224,0,0.00562573596835136,0.00840533059090376,0,0.199880071956826,1
3844,22.7083333333333,51.0416666666667,-1.75224304199219,1.32242286205292,0,0.00187441508751363,0.00869741570204496,0,-6.10682261779089,0
3845,7.79166666666666,44.5416666666667,0.0668780207633972,0.265978276729584,0,0.00171330745797604,0.00568275200203061,0,1.43913651808915,1
3846,-6.20833333333334,38.625,2.12295436859131,2.29488968849182,0,0.000384767568903044,0.000527199474163353,0,35.6586048370978,1
3847,16.2083333333333,38.2083333333333,2.44263434410095,-0.242920473217964,0,0.00105279812123626,0.000675161893013865,0,70.2178692784329,1
3848,23.2916666666667,44.125,-0.723924219608307,1.84470641613007,0,0.0011050256434828,0.00992161966860294,0,0.0799520287827304,1
3849,7.29166666666666,45.5416666666667,-4.69975280761719,-3.53592729568481,0,0.0354034155607224,0.0223037824034691,0,-28.1154831451411,0
3850,-4.375,40.625,-0.513688206672668,0.438461273908615,0,0.00188178732059896,0.00895630847662687,0,0.179892064761143,1
3851,22.875,36.7083333333333,2.17288994789124,1.05540025234222,0,0.000646236119791865,0.000720603566151112,0,68.3789726164301,1
3852,18.125,64.9583333333333,-3.4876081943512,1.42643046379089,0,0.00301011698320508,0.00869741570204496,0,-19.0645617149383,0
3853,23.625,70.5416666666667,-3.7913646697998,-1.73633348941803,0,0.0127055337652564,0.0137397153303027,0,-21.3326706213443,0
3854,6.79166666666666,50.4583333333333,-1.67362630367279,-2.76380705833435,0,0.010602536611259,0.0158664993941784,0,-5.51980196543613,0
3855,9.375,63.2916666666667,-2.39375185966492,-4.48377895355225,0,0.0273081064224243,0.0346926338970661,0,-10.89688301322,0
3856,28.4583333333333,37.375,1.28721392154694,0.395048886537552,0,0.00112760264892131,0.000744277087505907,0,21.3272036777933,1
3857,28.9583333333333,61.7083333333333,-3.13471698760986,1.18206167221069,0,0.00301350117661059,0.0110323615372181,0,-16.4295703527942,0
3858,6.79166666666666,45.9583333333333,-2.5343644618988,-6.11619710922241,0,0.0562181770801544,0.0719641000032425,0,-11.9468184755294,0
3859,-8.95833333333334,52.4583333333333,-0.0570292137563229,-4.17760229110718,0,0.0120506780222058,0.0143572119995952,0,0.399760143913652,1
3860,22.0416666666667,52.7083333333333,-1.52563714981079,1.65685868263245,0,0.00151554855983704,0.0106603149324656,0,-4.414786780393,0
3861,16.375,60.2916666666667,-2.18791270256042,0.747245490550995,0,0.00273496168665588,0.0106838624924421,0,-9.35990960441836,0
3862,12.5416666666667,63.4583333333333,-3.03315806388855,-0.608575105667114,0,0.00629839021712542,0.0186562519520521,0,-15.6712434757223,0
3863,13.2083333333333,53.9583333333333,-1.28272151947021,-0.0336200855672359,0,0.00292212446220219,0.0161550398916006,0,-2.60096831325741,0
3864,-7.04166666666669,37.2916666666667,2.51937246322632,1.56300377845764,0,0.000467644567834213,0.000590596697293222,0,45.7525484709174,1
3865,-6.125,36.2916666666667,2.56192517280579,0.321433067321777,0,0.00079076224938035,0.000765552453231066,0,87.8273036178293,1
3866,-0.541666666666686,40.5416666666667,-0.782707095146179,1.67131662368774,0,0.00120296946261078,0.0106603149324656,0,0.0599640215870478,1
3867,-5.20833333333334,42.0416666666667,0.221477970480919,1.1734699010849,0,0.00109913875348866,0.00281442678533494,0,1.79892064761143,1
3868,30.625,69.2916666666667,-4.31159782409668,0.371822655200958,0,0.00603363802656531,0.015672579407692,0,-25.2171818862509,0
