"","lon","lat","PC1","PC2"
"1",103.55026,13.177109,-0.318618535995483,-4.83481454849243
"2",106.963974,12.175573,0.609584093093872,-5.93714094161987
"4",79.05384,29.481926,0.12927508354187,-4.09697771072388
"5",94.15695,21.27402,-0.0507112219929695,-3.57331323623657
"6",77.185936,28.525331,1.60004556179047,-1.34634220600128
"7",84.54093,27.4847,-0.365655303001404,-4.51836633682251
"8",73.24422,19.2836,3.37879753112793,-6.87558937072754
"12",85.32038,24.13737,0.734829068183899,-3.04330015182495
"14",93.419464,26.649729,1.91503512859344,-4.01383256912231
"16",80.8658,6.4891,0.961182236671448,-5.28406953811646
"21",82.17475,18.815723,0.552788078784943,-4.04450702667236
"22",79.948006,6.888632,3.01141738891602,-4.82137298583984
"23",77.162476,21.314964,-0.221033051609993,-4.53163194656372
"24",80.5957,22.29545,-1.32109892368317,-4.71833276748657
"31",76.31653,32.21651,2.22300338745117,-3.29546213150024
"34",86.339096,21.940498,-0.468555927276611,-4.52616024017334
"37",85.017395,19.834167,1.50042915344238,-3.54834651947021
"48",79.26619,21.787558,1.07283437252045,-3.6606810092926
"53",80.946236,28.686062,2.3908212184906,-4.18035316467285
"56",80.47129,6.199414,3.41311097145081,-5.09924030303955
"58",81.01825,23.690413,-0.29438129067421,-4.2175440788269
"59",80.64313,7.298407,3.57365345954895,-3.27708125114441
"67",77.9735,30.282495,1.45001971721649,-3.86468529701233
"70",84.03651,27.530115,4.20690679550171,-2.83044075965881
"88",104.14421,13.611286,0.189438745379448,-4.66316890716553
"90",104.887375,13.969481,0.762352168560028,-5.365394115448
"100",85.39604,27.57836,1.28995335102081,-3.05478954315186
"106",81.48697,28.420391,1.35436642169952,-3.93878078460693
"110",80.94177,7.917793,1.3394056558609,-5.12427854537964
"130",76.96026,30.85508,2.09939217567444,-1.86381947994232
"132",78.29956,22.400871,0.246209740638733,-3.87597990036011
"135",79.27734,20.282808,1.60643076896667,-3.61958503723145
"146",78.36548,28.410728,1.55485188961029,-3.97702288627625
"149",75.76326,20.50871,1.55262041091919,-3.63520121574402
"159",78.62542,29.784819,0.732762515544891,-3.74947381019592
"188",88.40372,26.880001,2.40125513076782,-6.15726518630981
"190",92.71362,24.67697,3.01416611671448,-4.31294250488281
"193",103.30131,13.868766,0.771932423114777,-5.9083776473999
"209",93,26,0.816618025302887,-4.6730375289917
"210",73.75,20.75,0.702363610267639,-4.12145662307739
"218",76.18864,11.965262,0.0886297151446342,-5.18735694885254
"282",72.63256,23.079388,-0.300165206193924,-3.16622424125671
"292",79.84524,22.070745,-0.477165162563324,-4.38471746444702
"299",87.013626,26.666763,1.73362874984741,-3.51278758049011
"300",88.291115,22.558697,1.8789085149765,-2.94957399368286
"303",100.4767,14.383894,3.75806045532227,-3.93254995346069
"315",87.85,26.48,2.08862233161926,-5.98706722259521
"420",75.955033,30.539042,1.03239285945892,-3.51490998268127
"423",100.315729,16.302864,1.7248330116272,-5.07839107513428
"425",73.813772,18.522101,1.9359872341156,-2.70604848861694
"426",77.26739,30.129049,2.11538934707642,-2.53705930709839
"428",86.169595,22.799816,1.66761565208435,-2.6786060333252
"432",76.737336,10.984176,1.68812942504883,-4.02996969223022
"436",73.125687,33.716344,2.29373359680176,-1.21183919906616
"453",97.905697,24.694938,1.48810148239136,-3.3977210521698
"457",73.753316,20.00032,1.36738872528076,-3.38110685348511
"460",77.531952,19.88565,1.92152690887451,-4.12762451171875
"470",80.414429,23.592936,0.408517271280289,-4.1579532623291
"492",86.35234,23.272734,1.40829312801361,-3.78004384040833
"493",90.402504,23.724457,2.0202305316925,-3.50020408630371
"509",84.05415,21.837494,1.48335528373718,-4.23847627639771
"534",75.566216,21.021254,1.14042127132416,-4.0887770652771
"575",86.86834,20.74087,3.32605338096619,-2.90658926963806
"577",83.79503,21.021706,2.30733418464661,-3.7549614906311
"579",75.76367,22.525438,1.99284303188324,-3.61647439002991
"589",86.401245,24.82273,1.88723957538605,-3.13486862182617
"595",77.37004,23.217993,2.67944383621216,-2.88981223106384
"601",78.802086,30.221796,2.65893387794495,-1.04945886135101
"607",79.525986,29.193903,3.10277795791626,-2.94824600219727
"618",89.50458,26.766764,2.56401944160461,-5.79393434524536
"628",81.99989,16.902815,2.87546634674072,-4.12043523788452
"640",80.183235,28.822617,1.26844274997711,-3.88844585418701
"645",77.70342,22.866013,0.930735349655151,-3.88887810707092
