"body.mass"	"fd"	"fl"	"density"	"fat.perc"	"BMR"	"BMR.Act.M"	"BMR.Act.B"	"f.diam"	"f.dens"	"f.refl"	"Tb"	"Tairskin"	"Texinhaled"	"behav"	"TSS"
137.346629714213	0.679383753338829	0.348402047559619	790.95772152442	14.6531181006879	8.49164908974439	2.39842975945305	1.04563808278926	18.6092516142651	9805.16648032116	0.0411580274291337	41.4310829555541	0.305660737529025	1.42479561180808	"Y"	0.241666666666667
93.9723108194023	0.949577281823382	0.822426026104949	778.496137466546	9.63928048984185	7.72139801968962	2.45240195518127	1.01695878863661	17.1797313948423	7420.98250356726	0.290737888247706	42.7117878486007	0.352144776670169	1.99802728693187	"Y"	0.670833333333333
94.1970733424742	0.487222708776593	0.000701437820680439	913.698438415989	11.4590541059859	9.07067825281635	2.0525967895342	1.22678456247225	16.4333064843491	6405.18580015609	0.189894942455925	42.7229638101906	0.437100849755015	2.86594844993576	"Y"	0.466666666666667
82.1333399107214	0.298591535043903	0.91661695530545	755.424146740614	9.96099789996445	6.82542928367257	2.11229307287186	1.08565050590504	19.9687523583509	6734.05030115861	0.990890990090556	40.0517897022963	0.40681534279231	2.49279914292693	"Y"	0.816666666666667
85.6259817449953	0.694316570451483	0.829525086725131	933.781379284806	3.63011431241706	8.94119216758177	2.2909654676565	1.00599183619209	17.4788746662103	7348.07106866362	0.652497117939405	40.2149926177815	0.275999652599357	2.18353234590404	"Y"	0.295833333333333
84.865762890432	0.482511289780028	0.893533350199461	666.261545906005	10.251338712319	9.86392178127929	2.13637438062113	1.39927773942472	17.4707031717375	8657.01503464282	0.547195222533308	42.1455048241973	0.281634724286105	2.94370505906269	"Y"	0.533333333333333
91.1034759398326	0.496709861897863	0.415548817613162	861.045894710664	6.71253583577424	9.98636569631726	2.45149732594006	1.4016129084155	19.4071657014452	6293.74510269426	0.101711929105222	44.4152081352651	0.481128676869534	2.33761488781311	"Y"	0.504166666666667
82.5710137321074	0.958990284711122	0.854692219182849	765.400888158155	10.6360500086144	8.36217023482785	2.49393687106483	1.38633474280592	16.5393969030119	7093.7122932639	0.771926662244834	42.3341337143436	0.36065094890492	2.47435588091612	"Y"	0.683333333333333
111.473709906466	0.801049546412192	0.216858916028403	1003.23719238663	14.203736338073	7.93091497863695	2.05506054796511	1.47605968444515	18.1777692135312	4296.96953238109	0.165180536967702	43.9176704642668	0.395979871569108	1.11058648654819	"Y"	0.545833333333333
113.495489538146	0.336068050170317	0.835102080177516	866.592663861785	13.3810356262513	10.5550555589247	2.44151545351185	1.22315489194961	18.3252786879689	6711.30378031023	0.579753413381055	44.5270069988102	0.315937108779885	2.66586489880085	"Y"	0.258333333333333
131.902023234071	0.295961401456036	0.944876198172569	935.452637198925	14.0968661997974	8.99340399243578	2.32179525584215	1.20529343106272	17.5994417378157	7204.13353479616	0.372170881271362	41.8782678344637	0.270728128802404	2.0333012640886	"Y"	0.254166666666667
92.0093036295287	0.573706952368841	0.679680562937632	1011.91731206697	8.85353899635226	7.77788730376318	2.02344841358904	1.27368733588234	16.9150226175413	5607.62494118121	0.404681319774129	42.6416369405761	0.248644401869457	2.88597817340679	"Y"	0.5125
98.9829609889034	0.645683409461752	0.65367656038329	973.832035296701	4.70313961692601	11.1922293962629	2.06125090220291	1.4141696676421	18.2168595484681	7776.50278380616	0.750646354531869	43.9693100454777	0.422043050687388	2.8103814198561	"Y"	0.254166666666667
113.628859804584	0.554677231632173	0.90524670776166	655.167385396976	13.8372174155787	9.89314762349457	2.36946300931461	1.29592971826904	17.7306752931103	6203.51327676354	0.272504352631047	44.555887684083	0.314880181058683	2.62900836441107	"Y"	0.479166666666667
105.960707237728	0.898313863134012	0.156749719287269	843.669964493729	10.4279896323979	7.06320049992695	2.35710854258901	1.30215713721607	18.7066396073885	4664.95693698851	0.537964208087884	43.5388649457678	0.361958002193924	1.11313083280437	"Y"	0.670833333333333
137.723997457378	0.738921916956082	0.876300876621157	821.031550884541	12.0186658927456	10.060758078284	2.24558888249099	1.26304560690001	16.039213008631	4489.51233476186	0.293200448928401	41.5677980982617	0.477933054874372	1.12676938915253	"Y"	0.183333333333333
134.331560112167	0.500028748814017	0.199590231428854	955.820979136266	9.43703302420154	8.19870165129796	2.31066450023511	1.00975910087302	18.3996818307675	5966.03955548117	0.5712406016225	44.0258834307015	0.339891029320005	1.66546645865403	"Y"	0.2625
118.622225688744	0.0378096550311893	0.578125738675706	784.896492337198	6.42261923987642	7.19348533998266	2.15942162424559	1.15379866626486	17.9147018139027	5412.47887798157	0.0806160975778475	43.4275968897641	0.343460025690589	1.00166521568038	"Y"	0.445833333333333
110.296957690898	0.871715887559578	0.292094150172547	713.563050392097	11.14370856416	9.94002756225944	2.1854890569658	1.24408654444572	17.9423593157865	5791.04908621553	0.0755417677089572	43.3145379001275	0.450284745420609	1.49676920858771	"Y"	0.445833333333333
109.402738793243	0.17669035365805	0.571578521820717	902.902192459204	15.7163697455876	9.9056378664422	2.15576368502201	1.2517916373387	18.1251083154753	5940.5411145621	0.553029353489168	42.9152405597836	0.337186280116625	2.96798350557685	"Y"	0.208333333333333
133.106084908295	0.411452864387073	0.258830331047066	841.075859209952	7.55753556949124	6.842333251165	2.03001676800987	1.46073345334548	17.2881898264252	5807.37759155948	0.326411926044151	43.2937665570512	0.369588205167651	2.22368718638644	"Y"	0.679166666666667
114.165135754077	0.263071890717372	0.632866137547418	909.17532674157	10.9228107635014	7.33626586363971	2.11512042082334	1.06023289320897	18.139359602917	5453.91976591125	0.851072882032022	41.0111751224965	0.479273483575229	1.5832011540141	"Y"	0.5
92.4282704682443	0.788146052881144	0.382220546723343	778.614000002066	4.22371762233823	7.48283009083033	2.04494824651489	1.32281057952251	19.0192827115916	4721.82772491295	0.827651245527901	41.4762205468103	0.30526497642016	1.81048955033533	"Y"	0.8
86.0510341686271	0.769277618500404	0.410700910898857	948.07037182206	12.2506818955138	7.93980841004014	2.43117905619927	1.00278511013882	17.1019455202594	4120.16056486266	0.837419377569109	43.7583625044674	0.295528729594126	2.643010909779	"Y"	0.6875
84.2952859259844	0.929938447121531	0.963648562855087	741.879554252464	12.201881100554	6.78179531167641	2.39057182828011	1.03418437968846	19.7285766530149	5105.59290378522	0.243856933923438	40.6489061578438	0.366994080093224	1.23502340083756	"Y"	0.7875
139.661119753283	0.59177746634651	0.253707653814927	694.31388064507	4.85262288440317	7.1478800924249	2.23826012530923	1.14003624846926	16.55496350234	8872.27617997723	0.590372350926511	39.9670759923205	0.284329223985691	1.26987664619461	"Y"	0.479166666666667
90.2262723045349	0.090221556016244	0.250287740010768	782.262065411195	5.37387511998862	11.2163899831703	2.24380463621812	1.23210468008462	16.5170584866628	7462.11629337007	0.8295400133105	43.8738052900434	0.37677816290278	2.73831354456022	"Y"	0.316666666666667
106.711628896009	0.332210237360559	0.81739964330662	714.272681256332	6.64249426055103	11.0782715652552	2.456884404568	1.28559205704276	17.8905372836255	7639.37167806337	0.122951948706992	41.7368330643952	0.255797386806458	1.63939196234383	"Y"	0.266666666666667
97.4426715829428	0.972636305563152	0.38694342064485	836.330405736491	4.13418750011548	11.2422571072708	2.31788508336293	1.14410417316295	16.7731641941145	8791.72776069855	0.803898407512344	40.8349564025566	0.467805366454367	2.16425630512461	"Y"	0.245833333333333
121.72091182656	0.256851405226626	0.933581612901762	685.772545277971	2.73643895476162	8.25267293522641	2.16811357360333	1.49088161947113	16.3070695975013	5696.47529991008	0.963708326084539	44.5654321173891	0.366542236389685	1.45515212072246	"Y"	0.645833333333333
108.376661086304	0.0869393551563844	0.367862352037802	983.209628402618	5.73010328686088	9.38425078856781	2.36426462511625	1.35718836363871	19.6211268656254	4747.9605222824	0.969261275850236	40.9068239111409	0.454506606700923	1.5370473189	"Y"	0.2875
101.84493878915	0.979840291080065	0.0440625752834603	922.911803159393	7.47446789055765	9.27092938856572	2.48156105469773	1.38281826639688	16.6227013669908	7541.76046585655	0.646716246881522	44.349736584577	0.208927005980257	2.91934194004349	"Y"	0.616666666666667
94.686126006458	0.380877183897421	0.160554794251919	1051.26084724523	6.19173434514999	8.69545930402026	2.14411551850755	1.20208325105719	19.9513324284442	5022.89885915713	0.358127404358238	42.3851220923901	0.399919133190345	2.36119019416347	"Y"	0.4375
106.554228327151	0.827853710796684	0.353335988622159	841.968819124224	4.82343580113128	10.8505950899979	2.23762057456514	1.08917455533519	18.2987331353202	5678.04335800791	0.353698487336747	42.4526106120169	0.427468137942907	2.68706972057	"Y"	0.2375
131.776172309423	0.469644540642388	0.203240632117726	905.276562668244	10.9918048942134	10.6926856698365	2.44439732511248	1.01489462720184	18.065991632428	4439.09096107595	0.892073463626206	44.1103168914944	0.205264263940323	1.07468684305251	"Y"	0.179166666666667
108.134293704117	0.523013994978741	0.299006443488412	889.36598595231	11.3164925263837	10.7313878884763	2.09339375427971	1.27814098070329	16.2388517659828	9491.17033976959	0.813844038675539	43.2639903710186	0.397993504421506	2.07962323372811	"Y"	0.304166666666667
99.6493888685498	0.551467276523821	0.303315699130297	972.792108466256	3.71633586482704	9.19724092754185	2.07451128132455	1.31372931891447	17.8231343755759	6098.20115079507	0.129765220228583	42.7858697238773	0.438544544404838	2.23122492290847	"Y"	0.3875
138.227833635028	0.919090061315335	0.580575638475828	830.945344577489	6.02928295676112	8.52713508629233	2.21512283687387	1.18200207241019	19.3839096982665	5233.29203423969	0.953850220866501	43.9463448081031	0.375386829066649	2.89493018542789	"Y"	0.325
