"TSS.MN"	"TSS.sd"	"speci.MN"	"speci.sd"	"sensi.MN"	"sensi.sd"	"model"
0.2875	0.101017203033157	0.2875	0.101017203033157	1	0	"model716"
0.504166666666667	0.108386738972926	0.504166666666667	0.108386738972926	1	0	"model717"
0.341666666666667	0.0874007373475126	0.341666666666667	0.0874007373475126	1	0	"model718"
0.341666666666667	0.103563066012818	0.341666666666667	0.103563066012818	1	0	"model719"
0.441666666666667	0.0986013297183269	0.441666666666667	0.0986013297183269	1	0	"model720"
0.379166666666667	0.0772052339427072	0.379166666666667	0.0772052339427072	1	0	"model721"
0.0208333333333333	0.0354098577332832	0.0208333333333333	0.0354098577332832	1	0	"model722"
0.3375	0.121795340379965	0.3375	0.121795340379965	1	0	"model723"
0.15	0.052704627669473	0.15	0.052704627669473	1	0	"model724"
0.158333333333333	0.0917087445512177	0.158333333333333	0.0917087445512177	1	0	"model725"
0.629166666666667	0.0971229652058171	0.629166666666667	0.0971229652058171	1	0	"model726"
0.25	0.0878410461157883	0.25	0.0878410461157883	1	0	"model727"
0.716666666666667	0.0828690771676461	0.758333333333333	0.0828690771676461	0.958333333333333	0	"model728"
0.283333333333333	0.0958232683925574	0.283333333333333	0.0958232683925574	1	0	"model729"
0.1875	0.0658807845868412	0.1875	0.0658807845868412	1	0	"model730"
0.116666666666667	0.0548567157170319	0.116666666666667	0.0548567157170319	1	0	"model731"
0.216666666666667	0.0702728368926307	0.216666666666667	0.0702728368926307	1	0	"model732"
0.6	0.0837950173833242	0.6	0.0837950173833242	1	0	"model733"
0.245833333333333	0.0820503082652329	0.245833333333333	0.0820503082652329	1	0	"model734"
0.5	0.0708197154665665	0.5	0.0708197154665665	1	0	"model735"
0.283333333333333	0.0645497224367903	0.283333333333333	0.0645497224367903	1	0	"model736"
0.616666666666667	0.101683362320684	0.616666666666667	0.101683362320684	1	0	"model737"
0.0916666666666667	0.0702728368926307	0.0916666666666667	0.0702728368926307	1	0	"model738"
0.283333333333333	0.10722366147566	0.283333333333333	0.10722366147566	1	0	"model739"
0.358333333333333	0.0904378922005539	0.358333333333333	0.0904378922005539	1	0	"model740"
0.366666666666667	0.0548567157170319	0.908333333333333	0.0548567157170319	0.458333333333333	0	"model741"
0.341666666666667	0.0755637250485302	0.341666666666667	0.0755637250485302	1	0	"model742"
0.441666666666667	0.0686060501957137	0.441666666666667	0.0686060501957137	1	0	"model743"
0.304166666666667	0.0922330984215777	0.304166666666667	0.0922330984215777	1	0	"model744"
0.7125	0.0720350137771663	0.8375	0.0720350137771663	0.875	0	"model745"
0.245833333333333	0.116947413527894	0.245833333333333	0.116947413527894	1	0	"model746"
0.129166666666667	0.0570966799752624	0.129166666666667	0.0570966799752624	1	0	"model747"
0.195833333333333	0.0857294409000609	0.195833333333333	0.0857294409000609	1	0	"model748"
0.141666666666667	0.10243938285881	0.141666666666667	0.10243938285881	1	0	"model749"
0.275	0.05957669608202	0.275	0.05957669608202	1	0	"model750"
0.475	0.0966251507273671	0.475	0.0966251507273671	1	0	"model751"
0.208333333333333	0.0760725774312731	0.208333333333333	0.0760725774312731	1	0	"model752"
0.175	0.0780748295697511	0.175	0.0780748295697511	1	0	"model753"
0.395833333333333	0.102533493473843	0.395833333333333	0.102533493473843	1	0	"model754"
0.229166666666667	0.0861782892082698	0.229166666666667	0.0861782892082698	1	0	"model755"
0.683333333333333	0.0904378922005539	0.683333333333333	0.0904378922005539	1	0	"model756"
0.025	0.0351364184463153	0.025	0.0351364184463153	1	0	"model757"
0.383333333333333	0.0874007373475126	0.383333333333333	0.0874007373475126	1	0	"model758"
0.4875	0.0736242126705476	0.4875	0.0736242126705476	1	0	"model759"
0.2875	0.102909075293571	0.2875	0.102909075293571	1	0	"model760"
0.525	0.139166389443059	0.525	0.139166389443059	1	0	"model761"
0.279166666666667	0.105865772223108	0.279166666666667	0.105865772223108	1	0	"model762"
0.345833333333333	0.100250457958992	0.345833333333333	0.100250457958992	1	0	"model763"
0.525	0.0627310543924234	0.525	0.0627310543924234	1	0	"model764"
0.5	0.065144663330881	0.5	0.065144663330881	1	0	"model765"
0.475	0.052704627669473	0.475	0.052704627669473	1	0	"model766"
0.175	0.0473038510164622	0.175	0.0473038510164622	1	0	"model767"
0.2625	0.0879507788832642	0.2625	0.0879507788832642	1	0	"model768"
0.454166666666667	0.130953884070257	0.454166666666667	0.130953884070257	1	0	"model769"
0.645833333333333	0.0905444778500368	0.645833333333333	0.0905444778500368	1	0	"model770"
0.391666666666667	0.10243938285881	0.391666666666667	0.10243938285881	1	0	"model771"
0.4375	0.0741463767502174	0.4375	0.0741463767502174	1	0	"model772"
0.5	0.105774626470332	0.5	0.105774626470332	1	0	"model773"
0.316666666666667	0.0814604349923066	0.316666666666667	0.0814604349923066	1	0	"model774"
0.575	0.131468439624436	0.575	0.131468439624436	1	0	"model775"
0.4125	0.0498841249890777	0.4125	0.0498841249890777	1	0	"model776"
0.320833333333333	0.104027685061522	0.320833333333333	0.104027685061522	1	0	"model777"
0.420833333333333	0.110152111438324	0.420833333333333	0.110152111438324	1	0	"model778"
0.3125	0.071497431534632	0.3125	0.071497431534632	1	0	"model779"
0.625	0.103934927410387	0.625	0.103934927410387	1	0	"model780"
0.479166666666667	0.0926504448897662	0.479166666666667	0.0926504448897662	1	0	"model781"
0.366666666666667	0.117523310007257	0.366666666666667	0.117523310007257	1	0	"model782"
0.133333333333333	0.0614887322810518	0.133333333333333	0.0614887322810518	1	0	"model783"
0.779166666666667	0.0811044517814246	0.8625	0.0811044517814246	0.916666666666667	0	"model784"
0.7625	0.0395284707521047	0.845833333333333	0.0395284707521047	0.916666666666667	0	"model785"
0.2125	0.108386738972926	0.2125	0.108386738972926	1	0	"model786"
0.429166666666667	0.127369516867893	0.429166666666667	0.127369516867893	1	0	"model787"
0.141666666666667	0.0402538242949707	0.141666666666667	0.0402538242949707	1	0	"model788"
0.408333333333333	0.0851650539819772	0.408333333333333	0.0851650539819772	1	0	"model789"
0.2875	0.0843685697138191	0.2875	0.0843685697138191	1	0	"model790"
0.466666666666667	0.0978156492314389	0.466666666666667	0.0978156492314389	1	0	"model791"
0.445833333333333	0.0681829872701865	0.445833333333333	0.0681829872701865	1	0	"model792"
0.166666666666667	0.0708197154665665	0.166666666666667	0.0708197154665665	1	0	"model793"
